"Tweets","Duygu",""
"turizmin başkenti antalya günde bini rus toplam bin turist ağırladı ","2",""
"yeni tip koronavirüs kovid tedbirleri kapsamında normalleşme adımlarının atılmasıyla antalya da turizm hareketlenmeye başladı önce iç pazarın açılması ardından da uçak seferlerinin başlamasıyla dış pazarda da canlılık yaşanıyor ","2",""
"japonya türkiye deki turizm temsilcisi olarak aviareps i seçti ","0",""
"california da turizmi canladıran hamle pandemi süreci turizm sektörüne de ağır darbe vurdu ancak tatile gitmeyi bu yıl rafa kaldıran californialılar ın tekne ve özel havuz kiralamaya ağırlık vermesi yeni bir sektörün canlanmasına sebep oldu     ","0",""
"tui ve der touristik ispanya programlarını iptal etti  ","1",""
"iran da küçük oteller için kdv muafiyeti geldi ","2",""
"muğla nın turizm cenneti ilçesi bodrum un içme suyu ihtiyacını karşılayan ana isale hattında patlama meydana geldi ilçede patlama nedeniyle saat boyunca su kesintisinin yaşanacağı öğrenildi ","1",""
"para değil mi ekonomi ucuyor diyenler hani nerdesiniz","1",""
"türkiye nin turizm merkezi antalya da koronavirüs tedbirleri kapsamında mart ayında sonlandırılan uçak seferlerinin yeniden başlamasıyla iç ve dış hatlarda yoğunluk yaşanıyor antalya havalimanı na saatte tam uçak iniş ve kalkış gerçekleştirdi ","2",""
" ispanya da kitlesel turizmdeniz sicakligina bagli yapilmiyor ayrica kulturel faaliyetler uluslararasi festivaller de cabasi ozetle turizm yasam tarzi ","2",""
"asıl konumuza gelirsek rusların bu çok geç kalmış ziyaretlerini mercek altına almalıyız çünkü onlara ihtiyacımız var","1",""
"pandemi süreci devam ederken kapalı alanlar turizm hijyen sağlık ve tedbirler üzerine konuştuk   ","0",""
"turizmin başkentinde koronavirüse geçit yok","2",""
"her yıl binlerce katılımcıyı ağırlayan uzakrota travel summit bu sene covid nedeniyle online olarak gerçekleşecek   ","0",""
"universite bilimkurulu tekrar tavsi yapacak eski onlemler alinsin diye birkac yuzbin turist icin bunca serbestlik olmaz basibos canlilari sahillere barlara eglence yerlerine otellere salmak pes walla sonrada okullari kapatin","1",""
"bulgaristan da havaalanı için toplamda milyon avro luk mali destek onaylandı  ","2",""
"turistlerin gözü tatilde turizmcilerin gözü aşıda   ","0",""
"geçtiğimiz günlerde açıklanan israil ve birleşik arap emirlikleri arasındaki anlaşmanın ardından gözler iki ülke arasındaki başlaması olası uçuşlara ve turizm ilişkisine çevrildi ","0",""
"rus basını türkiye de çok hasta var turistleri korkutmamak için gizleniyor rusya daki gazeteler türkiye deki koronavirüs salgını vakalarının açıklanandan çok olduğunu turistleri korkutmamak için ","1",""
"ülkemiz her geçen yıl turizm alanında kendini geliştirmekte ve yenilemekte olup doğa deniz tarih yerli ve yabancı misafirlerini karşılamaktadır ülkemizin cennet köşelerinden birkaç kare ","2",""
"tatil demek dinlenmek demek yeşile kendini bırakmak ve sevdiklerinle doyasıya eğlenmek demek beklentinizi karşılayacak tatil konforumuzla sizi bekliyoruz  ","2",""
"avrupa ülkelerinin seyahat kısıtlamalarını yeniden uygulamaya almaları ile beraber ultra zenginler her zaman gittikleri dinlenme bölgelerini değiştirdiler türkiye ve hırvatistan uluslararası süper yatların yeni destinasyonu oldu ","0",""
"çeşme de işletme daha mühürlendi  ","1",""
"sümela manastırı na giriş ücreti liradan liraya çıkarıldı  ","1",""
"gaziantep büyükşehir belediye başkanımız sayın in ev sahipliğini yaptığı gaziantep turizm çalıştayı na katıldık turizm değerlerimizin şehrimizin markalaşmasında ki önemi her geçen gün daha da artıyor çalıştay a başarılar dilerim ","2",""
"iran turizm bakanı ali asghar mounesan iran da seyahat sektörünün koronavirüs salgını nedeniyle trilyon rial yaklaşık milyar dolar kayıp yaşadığını söyledi   ","1",""
"tatil merkezlerindeki işletmeler bir bir kapatılıyor ","1",""
"saygıdeğer ehl i turizm derin derin nefes alın batiyoruz  ","1",""
" turist sayısında artış yaşanıyor ","2",""
" ingilizlerin türkiye tercihi devam ediyor  ","2",""
"bir memlekette turizm benim bildiğim önce görsel güzellikten geçer gerçi şehir içindeki tabelalarımız böyleyse çayeli ne giriş tabelamız bile yok demek de benim ayıbım olur değil mi  ","1",""
"tepelerin arkasındaki dağları da severiz denizi de en çok bizi deniz çeker kendine  ","2",""
"merhaba arkadaşlar ben bir ıspartalı olarak gölümüzün kurumaması ve yetkililerin gölü koruması için böyle bir hanstag açıyorum ","1",""
"ülkemizde turizm işletmelerine uygun bir finans kitabı bulunmamaktadır ancak turizm işletmelerinde başarılı bir yönetici ve girişimci olmak için gerekli olan finansal yönetim kavram ve araçları anlaşılmalıdır  ","0",""
"qatar airways covid iptalleri nedeniyle mart ayından bu yana yaklaşık yolcuya milyar abd dolarının üzerinde para iadesi yaptığını açıkladı  ","1",""
"turizm cenneti adalarda kovid sessizliği","1",""
"turizm değil durizm ciğerim bir durun yahu  ","1",""
"ruslar akın akın türkiye ye geliyor sayıları bini geçti  ","2",""
" dünya savaşı sonrasında yerle bir olan almanya derki üniversitelerimiz hala ayakta covid sonrasında tüm ülkeler turizm sanayi tarim hizmet saglik eglence sektörleri açılsın egitim sektörü kapatılsın diyor bu kadar saçma meb","1",""
"dünya üzerinde etkili olan covid salgın nedeniyle tüm turizm faaliyetleri ve festival etkinlik organizasyonları iptal edildi bir tur ve etkinlik firması olarak faaliyet gösteren şirketimiz de yara aldı  ","1",""
"kuzuyla beraber derede yüzemedikten sonra ne anladık o dereden hayatında hiç derede yüzmemiş olanlarınız varsa seyahat planlarına pilarget i de dahil etmeliler kuzunun katılımı adına söz veremiyoruz ","0",""
"seyahat acentaları yaşasınki tüm sektör yaşasın yaşamak için seyahat acentaları olarak cansu yu desteğinizi istiyoruz  ","1",""
"istanbul nereye gidersen git geri döneceğin özleyeceğin yer burası ","2",""
"turizm bölgelerindeki vakalarda artış var mı bakan koca dan o soruya yanıt  ","1",""
" turizm sektörü sezon dışı talep için hesap yapıyor  ","0",""
" izmir in turizminde bir yıldız daha kaybedildi  ","1",""
" turizm emekçileri kaderine terkedildi  ","1",""
"cahil diye yaftalayıp aşağıladığınız halktan kendi tedbirlerini almalarını beklemek daha büyük bir cahillik değil miydi  ","1",""
"kimse kusura bakmasin da yuh yani artik yasasin turizm diyemiyoruz tabi bu durumda ","1",""
"boztaş özel turizm destek paketi açıklanmalı","0",""
"turizm sezonu bitti ve yasaklar geliyormuş eee deniz soğudu artık ","1",""
"korona ya verilen turizm arası sona erdi şimdi yasaklarla yaşamaya devam edecez esnafı yine zor günler bekliyor ","1",""
"pandemi nedeniyle darbe alan turizm sektöründe yaz sonuna doğru hareketin artması sezonu uzattı ","2",""
" dostlar çok sevdiğim abim bir gezi videosu oluşturmuş prag ı bir de kendisinden dinleyin derim  ","2",""
"burdan hepimiz cok ciddi yorumlar çıkartabiliriz benim fikrim zaman herşeyin ilacı önemli olan ayakta kalabilmemiz bizler alıştırıldıklarımızdan vazgeçemiyoruz ","1",""
"gürcistan sivil havacılık ajansı uluslararası tarifeli uçuşlarla ilgili kısıtlamaların ekim e ladar uzatıldığını açıkladı ","1",""
"avrupa da turizm örgütü yayınladıkları açık mektupla komisyon başkanı v der leyen e karantinanın yerine test uygulamasına geçerek milyon dan fazla sektör çalışanına yardımcı olması konusunda çağrıda bulundular    ","0",""
" antalyada korona vakaları turistin rahatı için konya ya götürülüyor","1",""
" türk cruise tatili sektörü için tarihi hamle  ","2",""
"japonya başbakanı abe nin mirası olan turizm stratejisi birçok ülkeye ders niteliğinde japon mucizesi ","2",""
"tui nin ingiltere kolu tuiuk covid nedeniyle iptal edilen tatillerin iadelerini eylül sonuna kadar tamamlamayı taahhüt etti ","2",""
" yılından bu yana faaliyet gösteren ve izmir in ikinci beş yıldızlı oteli olan hilton izmir kapanıyor izmir hilton","1",""
" yıllık thomas cook markası çinli sahipleri tarafından bir online seyahat acentası olarak ingiltere de tekrar faaliyete geçirildi  ","0",""
"türkiye nin vilnius büyükelçiliği tarafından yapılan duyuruya göre türk hava yolları nın vilnius istanbul seferleri ekim itibariyle başlayacak  ","0",""
" yaşındaki carnival imagination hurdaya çıkmak üzere     ","1",""
"yeni tip koronavirüs covid tedbirleri kapsamında tüm türkiye de olduğu gibi gün kapalı kalan izmir deki müze ve ören yerlerinin ziyaretçi sayısı ayda bin ye ulaştı ","2",""
" unwto haziran ayına ait analizi covid nedeniyle uluslararası turist sayısının geçen yılın aynı ayına göre azaldığını gösteriyor  ","0",""
"suudi arabistan yerel basınında çıkan haberlere göre ülkede umre ziyaretleri yakında sınırlı sayıda yerel ziyaretçi ile başlayacak  ","1",""
"türkiye nin önemli turizm destinasyonlarının bulunduğu ege bölgesi nde turist yoğunluğu sonbaharın ilk ayında da devam ediyor  ","2",""
"ordu büyükşehir belediye başkanımız sn ile ilimizin yatırım projelerini görüştük özellikle bölgede doğal kaynaklarımızın su ulaşım tarım çevre turizm gibi faktörlerle bütünlük içinde değerlendirileceği bolaman havzası entegre projesini inceledik ","0",""
"ve kapılar açılıyor manavgat side de bulunan tesislerimizden vista misafirlerini yenilenmiş haliyle selamlıyor ","2",""
"yiğit arsu yazıyor turizm de nedir diyenlere ","0",""
"antalya belediye turizm yıllardır antalya yı marka yapacağız diye söyleyenerek ortada dolaşanların hala aynı söylemlerle insancıkların paralarını hortumlamaları ne acı elem verici ve yazık bunlara inanlar da kendilerini akıllı sanan safın önde gidenleri ","1",""
"şanlıurfa için önem arz eden sağlık sorunundan sonra turizm sorunların giderilmesi ve geliştirmesi için önemli bir adım daha atıldı emeği geçen başkanımıza ve ekibine teşekkür ederiz ","2",""
" biz de koca bir iş adamının söz konusu bakanlık olunca nasıl cuvalladigina şahitlik ettik şu ülkeye gerçekten kültür sanat turizm anlamında kattiginiz birşey var mı sayın bakan ","1",""
"turizm yerine geldi mi bari milyonlarca kişinin düzeni bozuldu turizm bakanı mutlu oldu mu artık ","1",""
"turizm sektörü sahipsiz kaldı can çekişen turizm sektörü ilgi bekliyor ","1",""
"bodrum avrupa da en çok merak edilen turizm kenti oldu  ","2",""
"murat saraçoğlu bursa turizm açısıdan çok güçlü bir kent   ","1",""
"soçi de sıkılan ruslar ağustos u bekliyor ","1",""
"ben hayatımda bu kadar patron aşığı bir yönetim sistemi görmedim ne işte çalışabilirsin ne de işten çıkartılabilirsin yallah kenarda benden haber bekle yasası haziran ına kadar uzatıldı teşekkürler türkiye ","1",""
"covid salgını nedeniyle seyahat sektöründe yaşanan krizden sonra dünyanın büyük seyahat firmaları maliyetlerini düşürmek adına finansal getirisi olmayan yan markalarından kurtulmak için adımlar atıyorlar   ","2",""
" günümüzde başarılı turizm destinasyonları turizmle ilgili organizasyon ve yönetim meselelerini çözmüş destinasyonlardır  ","2",""
"migros toptan dan turizm sektörüne güven desteği  ","2",""
"antalya valisi ersin yazıcı alanya turistik işletmeciler derneği ni ziyaret etti  ","2",""
"fırat nehrinin bir kolu olan ve selçuklu mirası köprüsüyle muş un önemli bir simgesi olan murat nehrinin turizme kazandırılması için çalışmalar hızla devam ediyor  ","2",""
"oteller güvenli turizm belgesi almak için hangi şartları yerine getiriyor ","0",""
" özel sektörün kamp yeri yapma girişimi teşvik kapsamına alınmalı   ","0",""
"turizmcinin gözü kulağı yurt dışı pazarda ","0",""
"alman turizm profesyonellerine türkiye de güvenli ve sağlıklı tatil çağrısı ","2",""
"bakan ersoy eğitim ve projelerin gereklerini yerine getirdiğimizde mavi bayrakta dünya birincisi olmamız işten bile değil bunları başardığımız takdirde olan mavi bayrak sayımız e ulaşacaktır   ","2",""
"huzur dolu bir tatil konfor hissi yüksek bir oda ile başlar yüksek hijyen tedbirleriyle düzenli olarak temizliğini sağladığımız odalarımızda keyifli bir tatil geçireceksiniz ","2",""
"zeugma mozaik müzesi nde eser kayıp   ","1",""
"tatile çıkanlar otellerden en çok bunları istiyor ","0",""
"adnan menderes adası gerekli düzenlemeler yapılıp kötü görüntüden uzaklaştırılmalı adana halkının daha işlevli kullanabileceği bir alana dönüştürülmeli  ","1",""
"mehmet işler konaklama sektörü güvenli turizm kriterlerini sağlama konusunda üzerine düşeni yaptığını söyledi","2",""
"rusya nın aklı başında destek mesajına teşekkürler hem turizm feto ve kısmen pkk konusunda işbirliği yapıyoruz hem de libya da vekalet savaşı yapıyoruz benzeri abd ingiltere arasında bosna da gerçekleşmişti dost ülkelerin sınırlı ortamda savaşması olur ","2",""
"turist antalyada otellerde turistik yerlerde in cinler top oynuyor gelen birkac turistte bizim abazalar gibi cevreyi seyrediyor valla bir turist gorseler bir turiste rastlandi diyecekler neredeyse","1",""
"ankara da turizm potansiyeli artıyor  ","2",""
"türkiye de milyon insan işsiz arkadaşlar esnaflarımız siftah yapmıyor çiftçimiz bitik turizm desen komple bitik ama ne hikmetse yıllardan beri söylediğimiz gibi karşı olmamıza rağmen iki gün önce ulaştırmabakanı habersiz davetiyeli olarak bir ihale yaptı arkadaşlar ","1",""
"doğa ile iç içe eşsiz bir tatil deneyimi için ihlas kuzuluk termal otel in fırsatlarla dolu tatil dünyasına davetlisiniz ","2",""
" turizm sektörünü canlandırmak için birçok ülkede turistleri cezbetmeye yönelik teşvik kampanyaları başlatıldı","2",""
" anex tour anketine göre rusların  aşı bulunmadan tatile çıkmayacak katılımcıların yalnızca u sınırlar açılır açılmaz tatile çıkacağını söyledi rusya dan turist gelişinin ağustos başında başlaması öngörülüyor ","1",""
"ulaştırma ve altyapı bakanı adil karaismailoğlu önceki gün turizm sektörünü heyecanlandıran bir anlaşmayı duyurdu   ","2",""
" nin son beş ayında kaç rus turist gelebilir ","0",""
"american airlines yaklaşık çalışanına gönderdiği mektupta ekim itibariyle işçi çıkarmalarının olacağını duyurdu  ","1",""
"karaismailoğlu rusya ile pandemi nedeniyle ara verilen uçuşları dün itibariyle yeniden başlatmak için mutabakata varıldığını açıkladı    ","1",""
"akp ve rum işbirliği dolu dizgin ","1",""
"mersin plajlarında mavi bayrak dalgalanıyor  ","2",""
"turizmin sağlık sektörü ile işbirliğinin denetimi ve entegrasyonu fiyat politikasındaki tutarlılığın korunması hasta ve refakatçilerinin organizasyonun istismar edilmemesi devamlılık için önemli  ","1",""
" rusya da erken uçuş teklifi beklemede ","0",""
" turizm mezunları devlette daha cok yer bulmali","1",""
" bizim mesleği de herkes yapiyor sayin hocam turizm sene okuyunca bölümleri birinciliklerle derecelerle bitirince sadece üniversiteler diploma veriyor mesleği yapmaya uygundur diye ama yapabilir mi onu bir tartisalim örgün eğitim veren üniversiteler ne kadar dolu ","1",""
"avrupa birliği güvenli seyahat listesini güncelledi türkiye yine yok  ","1",""
"istanbul sağlık turizminde coğrafyasında ve avrupa ölçeğinde hem sağlık altyapısı hem de fiyat politikası ile merkez haline gelebilir  ","0",""
"alanya yi üzen turist ölümü ","1",""
"izlanda alman turistler için kovid testi zorunluluğunu kaldırdı ","0",""
"pkklıyı belediye başkanı seçenin bahçesi talan ormanı duman olur bizim atatürk parkı nı kim söküyorsasizin ormanları o yakıyor nerede rant orada pkk nerede turizm orada pkk bir teneke kürdistanı iştirakidir  ","1",""
"sağlık turizmi istanbul için ülkemiz için kalkınmada bir pay sahibi midir sorusunun cevabının evet e yakın olduğunu söyleyebiliriz  ","2",""
" hindistan da vaka sayıları artmasına rağmen tacmahal in kapıları ziyaretçilere yeniden açılıyor ","0",""
"yeni normal de eğitim öğretim yılımız kısıtlı da olsa başlıyor bütün öğrenci veli ve öğretmenlerimize sağlıklı ve başarılı bir yıl diliyoruz  ","0",""
"avrupa nın en büyük tur operatörü tui group finansal güçlükleri aşabilmek için sermaye artırımına gitmeyi planlıyor ","0",""
"her yıl milyonlarca turiste ev sahipliği yapan antalya ocak eylül döneminde ülkeden milyon bin turisti ağırlarken kente en fazla yabancı turist rusya dan geldi  ","2",""
"çambaşı doğa tesisleri sezona hazırlanıyor ","0",""
"otellerde ayrı bir gelir yönetimi uzmanı yada neden dışarıdan destek alınmasını anlattık  ","0",""
"yeni birlik üyemiz kış ligi turizm e hayırlı olsun  ","2",""
"ab ülkelerinin turizm gelirini ve turist sayısını artıracak anlaşma sağlandı ","2",""
"pandemi nedeniyle olumsuz bir yıl geçirdiklerini belirten turizmciler için planlamanın şimdiden yapılması gerektiğini söylediler  ","1",""
"antalya kaş belediye turizm vatandaşlara erişim engeli uygulayan malum belediyenin twitter hesabı askıya alınmış başkanın halkla ilişkiler ve tanıtımla alakası yok medya yönetimi sıfır zannediyorlar ki kıyıda köşede otururken ilçe kendi kendine gelişecek ilerleyecek ","1",""
"bazen sizin de aklınızın almadığı durumlar oluyordur di mi   ","1",""
"turist sayısı ve turizm gelirleri wikipedia sayfalarıyla artıyor  ","0",""
"işte tam da bu yüzden turizm çok önemli diyoruz pandemiden dolayı tr deki kayıbı hesaplasak milyar ediyor işte bu yüzden bu kadar döviz girdisi doğrudan sağlayan bir sektör ihracatçı sayılmalı diyoruz ","1",""
"turizm d ülkelerinin turizm gelirini ve turist sayısını artıracak iş birliği d ile dünya turizm forumu enstitüsü arasında turizm alanında d ülkeleri arasındaki iş birliğini artırmak amacıyla anlaşma imzalandı  ","2",""
"bingöl pkk lılardan arındıkça cennet gibi bölgeler ortaya çıkmaya başlamıştır genç ilçesi servi bölgesinde şelalenin döküldüğü yerde oluşan kalp şeklindeki şelale alanı ilgi görmektedir bölgenin terörden arındırılmasıyla ziyaretçiler gelmeye başlamıştır   ","2",""
"dünya battı onlar normale döndü partilerin devam ettiği wuhan da bu kez turistik seferler başladı ","1",""
" italya nın torino kentindeki collegio carlo alberto fakültesi nden ekonomistlerin yaptığı bir araştırmada küçük bir kentle ilgili wikipedia sayfasının güncellenmesi yoluyla turizm gelirlerinde bin dolarlık artış kaydedilebileceği tespit edildi   ","2",""
"pamukkale travertenlerinin bir benzeri sivas a yapılmış sıcak çermik termal turizm bölgesinde pamukkale ye kardeş olarak hazırlanan altınkale projesi hayata geçiyor","2",""
" bir turizmcinin evrimi adli çalışmamıza yeni bir güncelleme eklemek istedim   ","0",""
"akçaabat taki tarihi orta mahalle evlerimiz en önemli turizm değerlerimizdendir bölgenin silüetini bozan ucube duvar oraya hiç yakışmamıştır  ","1",""
"seyahat acentaları büyük kriz içerisindeyken acenta çalışanları ve belki de şu an işsiz olan ama sadece tur operatörü seyahat acentası nda çalışmaktan başka bir şansı olmayanlar ne halde sizce var mı fikri olan  ","1",""
" türkiye nin en değerli markası turizmi gerçekleştiren seyahat acentalarının sesine siyasi iktidar artık ses vermelidir   ","1",""
"sivil havacılık genel müdürlüğü sosyal medya hesabından yaptığı duyuruyla kazakistan a seyahat edecekler için önemli bir uyarı paylaştı  ","0",""
"sağlık bakanı fahrettin koca yüz binlerce turistin geldiği turizm bölgelerinde ciddi bir vaka artışı olmadığını ileri sürdü","1",""
"sürdürülebilirlik ekolojik ekonomik ve toplumsal boyutları bir arada barındıran bütüncül bir bakış açısıyla hem bireylerin hem de toplumların en temel konularından biri olmaya devam edecektir  ","2",""
" hayatta kalmak için destek istiyoruz  ","1",""
"turizm sektörü yılında net kar elde etti ","0",""
"turistik bölgelerde tatilcilerin en çok şikayetçi olduğu sorunlar belli oldu ","1",""
"salda gölü çevresindeki köyler ekoturizme kazandırılacak  ","2",""
"turizm sezonu bitince sokağa çıkma yasağı mı geliyor   ","1",""
"istanbul un ve istanbul havalimanı nın dünyadaki bilinirliğine katkı sağlayacak yeni tasarımlar belirlendi   ","2",""
"pandemi alaçatı yaz sezonunu nasıl etkiledi ","0",""
" ülke turizmi sıfır noktasında ayda sadece turist ağırladı","1",""
"birleşmiş milletler küresel turizmde altı aylık kaybı açıkladı ","1",""
"türkhavayolları personel maaşlarında geriye gitti ","1",""
" alman tur operatörü der touristik yaz sezonu için ilk adımı attı","0",""
"rus turistler antalya ya akın etmeye devam ediyor","2",""
"koronavirüs salgını süresince alanyaya gelen turist sayısı milyonu aştı ","2",""
"avrupalı türkler türkiye de tatilden vazgeçiyor  ","1",""
"rusya da üç şehirden daha yurtdışı uçuş kısıtlamalarının kaldırılmasının ardından tur operatörleri türkiye ye yeni charter programları başlattılar  ","0",""
"firuz bağlıkaya sezonunun iç ve dış turizminin son durumunu değerlendirdi yılından beklentilerini açıkladı ","0",""
"cenevre yi ziyaret eden turistlere isviçre frangi verilecek ","0",""
"turizm sıcak hava balon turları ağustosta tekrar başlıyor ","0",""
"bu kuyruklarla turizme mi covide mi destek oluyorsunuz boş labirentte yürümek zorunda kalan yaşlılara otoparka geçiş kapıları kapalı ","1",""
"kim derdi seninle bir gün ayrılacağız gecip giden günlerin ardından bakacağız bye bye happiness turizm ","1",""
"turizm sıcak hava balon turları ağustosta tekrar başlıyorulaştırma ve altyapı bakanı adil karaismailoğlu koronavirüs salgını nedeniyle durdurulan sıcak hava balon turları ağustos itibarıyla tekrar başlatılacağını açıkladı ","2",""
"kahvehane esnafı zor durumda ay oldu ","1",""
"ruslardan türkiye talebi artıyor  ","2",""
" ingiltere den türkiye ye güzel haber  ","2",""
"thy almanya ya seyahat edecek yolcularını corona virüs testinin saati konusunda uyardı ","0",""
"dubai koronavirüs sebebiyle yaşadığı ekonomik bunalımı atlatmak ve turizmi canlandırmak için alkol satışı ve içki bulundurmaya yönelik yasaları gevşetmeye karar verdi  ","2",""
"maske takmaktan mı sıkıldınız üzülmeyin hemen turizmin başkenti antalyaya taşının en azından turizm bitene kadar bizde herşey serbest  ","1",""
" tui seyahat acentesi şubesini kapatmayı planlıyor","1",""
" israil ile birleşik arap emirlikleri arasındaki normalleşme anlaşmasının turizm açısından ayrıntıları netleşiyor ","0",""
" ingiltere de seyahat uyarısı ve karantina kurallarıyla ilgili flaş bir iddia ortaya atıldı","0",""
"antalya ya günde iç hatlarda dış hatlarda da uçak dolusu yolcu geliyor ","2",""
"dünya seyahat ve turizm konseyi ne göre dünya çapında milyon iş kaybı yaşanacağı tahmin ediliyor ","1",""
"turizm sektörünün yediği ağır darbeyi kurtarabilmek adına devletler arası turist anlaşması ve bakanlıkların oteller adına kredi destek ve faiz kolaylıkları gibi adımları olumlu seyir başlatır bu sektör döviz getirisine sahip ne derler kaz gelecek yerden  tavuk esirgenmez","2",""
"turizm için hazırız yeterki şu günleri aşalım  ","2",""
" tatil beldelerinin tüm belediye baskankarının açıklamlarını bekliyoruz  ","0",""
"ingiltere de hükümetin fuarlara ekim tarihinden itibaren yeşil ışık yakmasının ardından wtm londra organizatörleri kasım başında fuarın yapılacağını teyid ettiler ","0",""
"kuzey kıbrıs ın lokomotif sektörü olan turizm raydan çıktı","1",""
"vatandaşın cebi boşalıyor yerine gelen olmuyor iktidar yanlısı bazı kişiler ama korona var diye yorumlar yaparken ya milleti kandırma çabasına giriyor ya da gerçekten tok açın halinden anlamıyor özellikle de yaşadığımız bölge gereği turizm personeli can çekişiyor  ","1",""
"izsu genel müdürlüğü nün manda deresi nde yürüttüğü ıslah çalışmalarına hız vermesi turizmcileri sevindirdi      ","1",""
"her otel alanı bir gün yanacaktır ne bir santim eksik ne bir santim fazla ","1",""
"ankara kent konseyi başkent i ilçe ilçe tanıtacak  ","0",""
"turizm sektörüne ve dolayısıyla ekonomiye destek açısından rus turistlerin gelmesi çok iyi ancak dünyada en çok covid vakası açısından rusya nın sırada olması tehlikeyi de beraberinde getirebilir ve eylül le birlikte türkiye de vaka sayısında büyük bir artış olabilir ","1",""
"yaz tatil turizmde dışa bağımlılık son buluyor yerli ve milli turistlerimiz yakında oluyor ","2",""
"nevşehir de teki kentsel dönüşüm çalışmaları sırasında tesadüfen ortaya çıkarılan kayadan oyma tarihi kayaşehir in turizme açılması dolayısıyla bakan ersoy un da katılımıyla tören düzenlendi   ","2",""
"burası bir turizm cenneti ama insanlar yürüyüş dahi yapamıyor bu sadece grup bahçede hayvan besleyemiyoruz karınları aç olmamasına rağmen öldürüp bırakıyorlar  ","1",""
"normalleşme sürecinde günübirlik tatilciler son günlerde rotalarını kırklareli nin demirköy ilçesine bağlı iğneada beldesine çevirdi   ","0",""
"antalya da günde bin turist rekoru  ","2",""
"turizmcinin gözü kulağı yurt dışı pazarda  ","1",""
" mermerden saraylar yapmışız ama içinde asgari ücretliler çalışıyor  ","1",""
"hac bir turizm değildir tatil hiç değildir hackurası sonucu gitmeye hak kazanan adaylardan rezervasyon ücreti alınır gibi ücret talep edilemez bu ücreti vermek istemeyen hacı adaylarından kazandıkları kura hakları ellerinden alınamaz  ","1",""
"adnan menderes acilen tamamıyla kamulaştırılmalı adana turizmi için katkıları çok büyük olacaktır kente yansımasıyla beraber de bütün adana kazanmış olur  ","2",""
"suriyeliler antalya  ya ülkeyi suriyelilerle diger mültecilerle doldurup taşırdıgınız bunlar neden sokaklarda kabadayı kabadayı gruplar halinde dolaşıyorlar balkonlarda apartman önlerinde dikilip yuksek sesle geceleri cevreyi rahatsız ediyorlar","1",""
"adana da unutulan tarih turizme kazandırılacak ","2",""
"sayın bakanım biz turizm sektöründekiler taş yiyoruz farkında mısınız ","1",""
"turizmci kurban bayramı ndan umutlu ","2",""
"zeugma müzesi nde eserin kayıp olduğu ortaya çıktı  ","1",""
"turizmde için talep var ama fiyatlar yükselmeyecek    ","2",""
" turizm sektörü iyi bir sınav verdi  ","2",""
" kimse tesislerimizi lekelemeye kalkmasın  ","1",""
" ülkesine dönen turist türkiye nin reklamını yapıyor ","0",""
"yunanistan merkez bankası tarafından açıklanan ilk verilere göre ülkenin ocak temmuz arası aylık turizm geliri düşerek milyar euro olarak gerçekleşti   ","1",""
"turizm sezonu sonu yaklaştığı için seyahat kısıtlaması gelirse sürpriz olmayacaktır ayrıca tüm müzikli aktivitelerin de yasaklanması söz konusu olabilir olmayabilir de  ","1",""
"yok orayı yaktılar otel için yok burayı gitmeyin tatile bu zamanda bile tatile gidiyorsunuz çoluk çocuk tatil anlayışınız da berbat turizmin içine ettiniz  ","1",""
"ruslar akin akin geliyor","2",""
"türkiye nin maldivleri ne ziyaretçi akini ","2",""
"rus elçiliğinden otelde tacize uğrayan turist ile ilgili açıklama","1",""
"turizm de yalan oldu ","1",""
"tga yönetim kurulu üyesi turizmden yıl sonunda gelecek gelir oranını açıkladı ","0",""
"kemal can ocak birçok beldemiz bağturizmi sayesinde canlanabilir   ","2",""
"bakanlığın adı kültür ve turizm kültür örf det anane inanç gibi bizi biz yapan değerlerdir türizm ülkemizde kıyı şeritleri olarak algılanmaktadır bu iki kavramı kapitalist sistemde zoraki bir araya getirseniz kültürünüzün önemi kalmaz değersizleştirsiniz ","1",""
"sosyal mesafe ile uyumlu doluluk oranları belirlense plajlar restoranlar oteller barlar pansiyonlar bu şekilde çalışsa hem insanların bulaşması asgariye indirilebilir hem de tüm işletmeler ayakta kalır sağlık turizm belediyeler birlikte çözüm bulabilir","0",""
" olympos antik kenti phaselis antik kenti nden sonra ikinci önemli liman kentidir  ","0",""
" bu yaz sen nerede olursan ol enerjin seninle   ","2",""
"koronavirüs döneminde restoranınızı ayakta tutmak için yapacağız şey nelerdir","0",""
"intihar bir turizm türü olarak değerlendirilebilir mi ","0",""
" kocaeli turizm ve bisiklet festivali için geri sayım başladı  ","2",""
"güney kıbrıs ta turizm sezonunu beklentileri karşılamadı  ","1",""
"turist turlarına şok üstüne şok  ","1",""
"sümela ücretine bir tepki daha ","1",""
"sümela da fahiş fiyat isyan ettirdi ","1",""
"antalya güvenli tatil ile yabancı rakiplerini geride bıraktı","2",""
" kobi sınıfındaki bine yakın seyahat acentesinin ayakta kalmak için önemli desteklere ihtiyacı var  ","1",""
" milyon kişinin istihdam edildiği avrupa turizm sektörü karantina kıskacında ","1",""
"bu sene meslektaşlarım adına çok üzülüyorum türk müşterilere maruz kaldıkları için  ","1",""
"almanya türkiye nin turizm şehrine seyahati serbest bırakacak  ","2",""
"turizm konusunda türkiye ye umut veren açıklama","2",""
