Tweets,"Duygu",""
uluslararas ı türkçe konuşma kulübü turizm temas ıyla dünyan ın dört bir yan ında türkçe öğrenen öğrencileri buluşturuyor  ,"2",""
alman turizm devi tui nin ceo su fritz joussen almanya n ın türkiye ye yönelik seyahat uyar ıs ın ı k ısmen kald ırmas ıyla ilgili aç ıklama yapt ı  ,"0",""
deniz turizmi sektöründe almanya sevinci yaşan ıyor ,"2",""
bahaş holding ceo su abdüssamet bahad ır pandeminin ard ından destek paketlerinin sektöre katk ılar ın ı değerlendirdi ,"0",""
 türkiye de taraf ından güvenli turizm sertifikas ı çal ışmas ı sonucu almanya türkiye de bölge için seyahat uyar ıs ın ı kald ırd ı  ,"2",""
covid krizi nedeniyle düşen hava trafiği alman lufthansa n ın nisan haziran aras ı gelirlerini düşürürken havayolu bu dönem için milyar euro zarar aç ıklad ı  ,"1",""
m ıs ır almanya dan seyahat uyar ıs ın ı kald ırmas ın ı istiyor  ,"1",""
turizm tüketim davran ışlar ın ı anlaman ın en önemli ayaklar ından biri turist kişiliklerini anlamakt ır  ,"0",""
dünyada covid hasta say ıs ı h ızla artarken biz turizimde ülkelerin bize turist yollamasina seviniyoruz ekonomi tabiki çok önemli lakin bizdeki hasta say ılar ı art ınca tekrar olas ı yasaklar ın bize maliyeti inan ın çok daha fazla olacak ,"1",""
almanya n ın türkiye ye seyahat güncellemesi kolaylaştirdi m ı zorlaştirdi m ı  ,"0",""
almanya n ın türkiye ye seyahat güncellemesinde kafa kar ış ıkl ığ ı  ,"1",""
 korona bitene kadar okullari kapatma niyeti var neden barlar avmler plajlar turistik yerler oteller asker ugurlamalar kutlamalar halaylar sahiller oteller acik saka mi bu ,"1",""
muhteşem bir şey diyemiyorum cennet vatan pislikiçerisinde şu an,"1",""
tatil beldelerine gel çocuğunun bezini toprağa göm bu ne mana dilek tutup öyle mi gömdün ,"1",""
almanya ayd ın antalya izmir ve muğla için seyahat yasağ ın ı kald ırd ı turistlerin almanya ya dönmeden önceki son saat içinde pcr testi yapt ırmalar ı gerekiyor ,"0",""
almana var bize yok mu seyahat uyarisi kalkti ama test ve karantina devam ediyor  ,"1",""
temel kaz ıs ı s ıras ında bulunan antik roma yolu turizme kazand ır ıl ıyor ,"2",""
her şey dört mevsim uludağ için  ,"2",""
turizmcilerde almanya sevinci başlad ı ,"2",""
alman turizm şirketlerinin corana karnesi ,"0",""
almanya türkiye ye yönelik seyahat uyar ıs ın ı k ısmen kald ırd ı alman d ışişleri bakanl ığ ı uyar ın ın ağustos tan itibaren izmir ayd ın muğla ve antalya y ı kapsamayacağ ın ı duyurdu ,"0",""
alman turizm acentalar ın ın sahip ve yöneticilerini ağ ırlayan egeli turizmciler alman hükümetinin türkiye ye yönelik seyahat uyar ılar ına son vereceği umudunu koruyor ,"2",""
turizm bölgelerinde korona olan hastalar ı turizm etkilenmesin diye konya daki hastahanelere getiriyorlar konya ilk den inmiyor biride ç ık ıp demiyorki sorun sizde değil bizim para kazanma h ırs ım ızda ,"1",""
almanya ve türkiye aras ında var ılan anlaşmaini ve ekonomisini olumsuz etkileyecek ilk iptaller gelmeye başlad ı bile   ,"1",""
ine covid darbesi istatistikler ne diyor  ,"0",""
tüm ihtiyaçlar ın ız ı karş ılayacak düzeyde son teknolojiyle tasarlanm ış toplant ı salonlar ı ile işlerinizi kolayca organize edebileceksiniz  ,"2",""
alanyal ı turizmcilerde almanya sevinci ,"2",""
ömer niziplioğlu hatay  ı dubai yapabiliriz  ,"2",""
zyxel networks wifi teknolojisi destekli yeni access pointleri ile turizm sektöründe ç ıtay ı yükseltmeyi hedefliyor ,"2",""
s yeme içme konaklama ve diğer hizmetlerde kdv oran indirimi    ,"2",""
pamukkale de travertenlerin üzerine maske su şişeleri bebek bezi gibi çöpler at ıld ı marmaris te belediye temizlik çal ışanlar ı ton çöp toplas ın efendim bu dünya ya sadece bu amaçla m ı geldiniz     ,"1",""
litvanya büyükelçiliği taraf ından yap ılan aç ıklamaya göre ağustos ta başlamas ı öngörülen vilnius istanbul karş ıl ıkl ı uçuşlar ı thy genel müdürlüğü taraf ından al ınan bir kararla bir süre daha ertelendi ,"1",""
 izmir antalya için seyahat uyar ıs ın ın kald ır ıld ığ ı belirtildi karar turizmle alakal ı sektörler yiyecek içecek perakende havac ıl ık için hafif katalist etkisi yaratabilir ,"2",""
okullarin acilmasi mumkun degil diyen yetkililere sunu soylemek lazim plajlara parklara otellere avmlere piknik alanlarina sahillere cikmak neden mumkun oluyorda egitime gelince korona var yasak var ,"1",""
almanya n ın karar ı turizmcileri mutlu etti  ,"2",""
bookingcom çal ışanlar ın iyle yollar ın ı ay ırmay ı planlad ığ ın ı aç ıklad ı   ,"1",""
akdeniz in zirvesi turizmin de zirvesinde  ,"2",""
kars  ın önemli tarihi binalar ından olan beylerbeyi saray ı n ın turizme kazand ır ılmas ı için çal ış ıl ıyor,"2",""
almanya turizmde türkiye antalya yasağ ın ı kald ırd ı almanlar ne virüs getirin ne de bizden virüs götürün aman diyeyim  ,"0",""
almanya n ın kovid dan dolay ı türkiye ye yönelik uygulad ığ ı seyahat uyar ıs ın ı ayd ın antalya izmir ve muğla için kald ırmas ı turizmcileri sevindirdi   ,"2",""
ay sonuna kadar ab ve shengen bölgesi nde yer alan ülkeler hariç ülkeye seyahat uyar ıs ı yapan almanya türkiye de il için seyahat yasağ ın ı kald ırd ı  ,"2",""
tatilciler ve turizm sektörü almanya n ın karar ından memnun ,"2",""
almanya n ın seyahat k ıs ıtlamas ın ı kald ırmas ı hem bölgemiz için hem ülkemiz için hem de alman halk ı için çok önemli bir karar başta say ın bakan ım ız olmak üzere emeği geçen herkesin eline yüreğine sağl ık hepimize hay ırl ı uğurlu olsun,"2",""
almanya ayd ın izmir muğla ve antalya şehirleri için seyahat uyar ıs ın ı kald ırd ı ,"2",""
frans ız otel grubu accor y ıl ın ın ilk yar ıs ına ait finansal verilerini kamuoyuyla paylaşt ı grubun ilk alt ı ayl ık geliri geçen y ıl ın ilk yar ıs ına göre düşerek milyon euro olarak gerçekleşti ,"1",""
 egeli turizmci alman turist umudunu koruyor  ,"2",""
 hem ülkeye hem de turizme yap ılan ihanettir  ,"1",""
sizce bu ortamdakovid bulaşma riski nedir yüzde s ıf ır yüzde yüz virüs  ,"0",""
 turizm sektöründe rus sevinci ,"2",""
ünlü milyarder richard branson un virgin atlantic isimli havayolu şirketi sal ı günü new york ta iflas koruma başvurusunda bulundu  ,"1",""
heyhat alaçat ı liras ı türk liras ıd ır eşekleri bağlad ıklar ı rüzgar ı yüzünden kimsenin gitmediği un değirmeni için saatler boyu yürünen sevdiğimin alaçat ı s ı kim derdi alacati türkiye nin en pahal ı cazibe merkezi olacak ,"1",""
adam diyor ki benim yanima personel gelmesin ne demek gelmesin sen onlar üstünden para kazan sonra dertlerini dinleme vay arkadaş ,"1",""
toklu dan almanya teşekkürü   ,"2",""
nihayet beklediğimiz karar ç ıkt ı ald ığ ım ız önlemlerle dünya turizm inde öncü olduk bundan sonra da tedbirleri elden b ırakmadan misafirlerimize en iyi hizmeti vermeyi sürdüreceğiz  ,"2",""
yasak kalktidan dolay ı türkiye ye yönelik uygulad ığ ı seyahat uyar ıs ın ı ayd ın antalya izmir ve muğla için kald ırd ı  ,"2",""
 endüstrisi birliği türkiye turlar ına olan talepte frene bas ıld ığ ı değerlendirmesinde bulundu,"1",""
sal ı günü endeks aç ıld ıktan sonra iyi bilanço aç ıklayan hisseler araç kiralama şirketleri gibi turizm g ıda ambalaj sağl ık sektöründe pozitif hareketler bekliyorum  ,"2",""
turizm sektörümüzün umutla beklediği tatilkredisi paketi beklentileri karş ılamam ışt ır tatildestekkredisi tur transfer ve uçak bileti maliyetleri de dikkate al ınarak tüm seyahat acentelerimizi ve tüm bölgelerimizi kapsayacak şekilde revize edilmelidir ,"1",""
ruslar ın eylül den önce gelmesi beklenmiyor  ,"1",""
turizm  sektöründe kay ıplar trilyon rubleyi aşt ı rusya seyahat sektörü birliği başkan ı ignatyev y ıl ın ilk ay ında sektörün kayb ı trilyon rubleyi milyar dolar geçti dedi ,"1",""
 yönetim kurulu başkan ı   salg ın nedeniyle bu y ıl dünya turizm gelirlerinde yaklaş ık trilyon milyar dolarl ık bir kayb ın öngörüldüğünü söyledi,"1",""
hollandal ı turistler türkiye den vazgeçmedi ,"2",""
almanlar yurtd ış ında tatile s ıcak bakm ıyor  ,"1",""
rusya dan ilk uçuş listesinde türkiye yok ülkeye uçuş tavziye edildi ,"1",""
başkan soyer önceliğimiz tar ım ve turizm  ,"2",""
araştirma turizmi kurtarmak için öncelikler keşfedin,"0",""
avrupa seyahat komisyonu raporuna göre covid ile ilgili global sağl ık krizi ve krizin getirdiği belirsizlikler avrupa turizmini daha önce yaşanmam ış bir krizle karş ı karş ıya getirdi  ,"1",""
türkiye nin en değerli tatil yerleri aç ıkland ı turizm bölgeleri salg ında değerlendi,"2",""
pandemi döneminde osmangazi de tarihe yolculuk edebilirsiniz doğal yaşam içinse uludağ da alternatifleri değerlendirebilirsiniz ,"0",""
ingiliz turiste koridor aç ıld ı  ,"0",""
ters ev önlemli aç ıld ı ,"0",""
kamp ve karavan turizmi sektöründe misiniz sektördeki bilinirliğinizi art ırman ın en etkili ve kolay yolu emitt yeni iş birliği kurmak isteyen profesyoneller ve tatil tüketicileri fuarda sizi bekliyor olacak   ,"0",""
avrupal ı uçak üreticisi airbus yapt ığ ı bas ın aç ıklamas ında haziran ay ında müşterilerine ticari uçak teslimat ı yapt ığ ın ı duyurdu,"0",""
turizm dijital bilişim teknoloji boyutlu dijital şehirleri turizme kazand ırmak as ıl hedefimiz,"2",""
 keyif al ırken turizm gelirini kaybediyoruz ,"1",""
birleşik krall ık ta hükümet bugün turizm ve otelcilik için kdv oranlar ın ın alt ı ay boyunca den e indirildiğini aç ıklad ı ,"2",""
şanl ıurfa sak ıb ın köşkü cazibe merkezine dönüşüyor  ,"2",""
eylül sonuna kadar rus turist yok  ,"1",""
turizmin başkenti tüm önlemleri ald ı misafirlerini bekliyor ,"0",""
geçtiğimiz ay ne atanan sn valimiz y ı olarak makam ında ziyaret ettik turizm ve antalya y ı konuştuk ,"0",""
 turizm acentesi nin olduğu ülkemde sadece acenteye taksit imkan ı sağlanm ış münaf ıklar bu acente sahiplerinin akp li olduğunu söyler şimdi  ,"1",""
muhafazakar otel diye rezervasyon yapt ırd ılar otel alkollü ç ıkt ı  ,"1",""
 covid etkisi finansal aç ıdan zorlanan romanyal ı düşük bütçeli havayolu blue air konkordato başvurusunda bulundu  ,"1",""
türk hava yollar ı ve lufthansa n ın ortak kuruluşu olan  bugün yapt ığ ı aç ıklamada pandemi sonras ı londra uçuşlar ına tekrar başlad ığ ın ı duyurdu,"0",""
isteğimiz değişmez sevdiğimiz işi sevmeye devam etme aşk ım ız değişmez yani turizm e olan sevgimiz değişmez,"2",""
covid salg ın ı ile bağlant ıl ı olarak dünyadaki s ın ırlar ın bir çoğunun kapal ı olmas ı ve seyahat k ıs ıtlamalar ı nedeniyle dünyan ın en güçlü pasaportlar ına sahip olanlar bile bir çok ülkeye giremiyor    ,"1",""
ordu nun en önemli turizm cazibe merkezi boztepe de adrenalin tutkunlar ın ın gözdesi olan yamaçparaşütü uçuşlar ına yeniden başland ı ,"2",""
ne güzel adamlar temiz pak yap ıp teslim etmişler hiç kimseye yaranam ıyorlar bu restorasyon için kime ne kadar ödenmiş acaba ,"2",""
hiç belli olmuyor fiyatlar ın geçen y ıldan fark ı yok bulduğumuzu öperiz havalar ındalar ağlamas ınlar sonra sezon gidiyor   ,"0",""
ingiliz büyükelçi den britanyal ı turistlere türkiye de güvenli turizm mesaj ı  ,"2",""
ukraynal ılardan vatandaşlar ına çağr ı korkmay ın gelin türkiye güvenli  ,"2",""
pandeminin yaşand ığ ı bugünlerde bursa y ı yeniden keşfedebilirsiniz  ,"2",""
pandemi yerel restoranlara bağl ıl ığ ı art ırd ı ,"0",""
alman ve rus turistler ne zaman gelmeye başlayacak yabanc ı turist ak ın ı ne zaman olacak yerli turistler tatile gitmek içim neyi bekliyor  ,"0",""
sonra diyorlar ki camide bira içtiler başka aç ık mekan m ı b ırakt ın ız turizm beldesinde,"1",""
bu y ıl turizmde gözler gurbetçiye çevrildi ,"0",""
hem yoğunluktan kaçarak doğan ın kucağ ına kendini b ırakmak hem şifal ı sularda detoks yapmak isteyenler istikamet ihlas kuzuluk kapl ıca evleri  ,"2",""
günde üzeri vaka gelen bir ülkeyle s ın ırlar ın aç ılmas ı ile toplum sağl ığ ı daha da tehlikeye girdi hastal ık tehlikesi alt ında nas ıl tatil keyfi yap ılabilir  ,"1",""
 sektöründen türkiye bu y ıl da yurt d ış ı tatilinde lider ülke olacak aç ıklamas ı ,"2",""
 aşk turizm değildir kampanyas ı sonuç almaya devam ediyor ,"0",""
tektu buradan tekme tokat döve döve al ın ır daha nereye düşeceksin reis seni eylül ortalar ına kadar seviyelerine kadar bekleyeceğim turizm daha yeni aç ıld ı ,"1",""
kap ılar aç ıld ı turist patlad ı  ,"2",""
covid la beraber turizm kald ığ ı yerden tüm h ız ıyla devam ediyor ,"0",""
bu senenij turistleri gelmeye basladi ben agustosda turist gelecegini dusunuyordum ama turizimci arkadaslar umitsizdi umarim hem onlara hem de ulkemizdeki dolara dusurmede yardimci olur bir nebze  ,"1",""
 gündemantalya ya ilk rus turist kafilesi geldi çok özlemiştik merhaba türkiye ,"2",""
coni cares al ıyor biz can derdindeyiz ,"1",""
turizm sektörü corona sağolsun roller coaster gibi heyecan adrenalin dorukta ,"2",""
 bin rus misafiri antalya ve ilçeleri ağ ırlayacak çil yavrusu gibi dag ılmasak coronavi,"1",""
bakanl ık tan ucuz tatil uyar ıs ı sahte ilanlara dikkat ,"1",""
ulaşt ırma ve altyap ı bakan ı adil karaismailoğlu dört günlük kurban bayram ı ndaki ulaş ım rakamlar ın ı aç ıklad ı milyon kişi uçakla seyahat etti  ,"0",""
türkiye ile rusya aras ında koronavirüs tedbirleri kapsam ında ara verilen uçuşlar ın başlamas ıyla içinde rus ya geldi ,"0",""
bir bitse bu çile   ağustos a kadar testsiz dönüşlere devam ama bu yanliştan da hükümet dönebilir  ,"1",""
kültür ve turizm bakanl ığ ı n ın destekleriyle aamir khan ülkemize geldi ekim ay ında başlanmas ı planlanan film çekimleri yaklaş ık gün sürecek ,"0",""
rus turist kafileleri antalya ve muğla ya geldi çok özlemiştik ,"2",""
antalya uçuşlar ında yüzde lik kapasite art ış ına gitti   ,"0",""
o ülkeler art ık daha ucuza vatandaşl ık veriyor  ,"0",""
bugün antalya ya rusya dan uçak ile bin turist geliyor,"0",""
alaçat ı mafyaya teslim oldu bakan soylu dan aç ıklama geldi ,"1",""
turizm istihdam ında son y ıl ın en dip noktas ınday ız resmen ,"1",""
bütün ülke olarak antalya ya ümit bağlad ık düştüğümüz hale bak  ve ne olacağ ın ı da bilemiyoruz gelecek turistlerin covid mi diye,"1",""
guzel haberler duymaya ihtiyacimiz var bakan ersoy otellerin yüzde sinin aç ılmas ıyla hedefe ulaşacağ ız  ,"2",""
rusya dan turistik illere uçuşlar yar ın başl ıyor  ,"2",""
almanya n ın yasaklar ı kald ırmas ın ın nedeni belli oldu  ,"0",""
 ağustos aras ı turizm dünyas ındaki önemli gelişmeler  ,"0",""
aliağa belediyesi tarih doğa turizmiyle köylere yeniden hayat veriyor projeyle tarihi güzelhisar günübirlik ziyaretçilerin uğrak yeri olacak  ,"2",""
antakya m ö sinden yy la kadar nehir vas ıtas ıyla içeriye kadar deniz ticaretinin yap ıld ığ ı tek yerdir m ö y ıl ında kurulan antakya antik dünyan ın üç büyük şehrinden biriydi dünyada ilk olimpiyatlar roma döneminde burada yap ılm ışt ır   ,"2",""
 buyrun hocam suyunuz benden olsun benim tl mi iade yapmadi cimer dahil her yere yazdim bence siz de unutun bu metro turizmi ben kimseye tavsiye etmiyorum   ,"1",""
bakan ersoy otellerin yar ıs ın ı açma hedefini yakalayacağ ız,"2",""
 tr metro turizm görünce hiç sasirmadim insanlar bile bile hayatlar ın ı tehlikeye atiyor ölenlere rahmet dilerim ,"1",""
 rosturism covid la mücadele kapsam ında s ın ırlar ın kapal ı olmas ı ve neticesinde ülkeye turist girişi olmamas ı nedeniyle ekonomik kayb ın milyar ruble yaklaş ık milyar abd dolar ı olduğunu aç ıklad ı ,"1",""
çeşme de şiddet gören kad ın için kültür ve turizm bakan ından aç ıklama ,"1",""
 da keşfedildi keşfedilen iki çarş ı yap ılacak çal ışmalar ın ard ından e kazand ır ılacak ,"2",""
 ne demek çarpik nde son şans olarak döneminde makro ekonomik n ın acilen devreye al ınmas ı mutlaka gerekiyor rasyonel atilimlarla milli ekonomi de s ıra d ış ı performans mümkün ,"1",""
cumhurbaşkan ı erdoğan a seslendiler bodrum un yap ılaşmaya değil korunmaya ihtiyac ı var vazgeçin ,"1",""
koronavirüsten türkiye de en çok kapadokya etkilendi ,"1",""
antalyal ı turizmciye rusya karar ı müjdesi ,"2",""
 önümüzdeki sene ayakta kalabilmemiz için sezonunda y ıl ı için geçerli olan kdv indirimi önümüzdeki senede devam etmelidir sgk prim destekleri artt ır ılmal ıd ır tga n ın alacağ ı konaklama vergisi y ıl daha ertelenmelidir ,"0",""
bu tesisin calismayacagini yillar once söyledim yoksa bu tesisler calismaz ülkenin en önemli tematik parklarinda yöneticilik yapmis birisi olarak yorumum kesinlikle budur ,"1",""
istanbul dan dubai ye halen uçakla en h ızl ı rota ukrayna üzerinden geçmek ,"0",""
avrupa ülkeleri korona önlemlerini yeniden sertleştiriyor ,"1",""
yar ın işler aç ıld ığ ında turizm d1e nitelikli personel kalmayacak neden mi ,"1",""
seyahat acentalar ından ortak çağr ı biz yoksak turizm yok ,"1",""
 new york a gelen uluslararas ı ziyaretçiler geçen y ıla göre yüzde düştü kentin sektöründe mart ay ından bu yana binden fazla iş kayb ı yaşand ı ,"1",""
 da ekim günleri aras ındaki bayram tatili esnas ında milyon bin seyahat gerçekleşti milyar milyon yuan geliri elde edildiği bildirildi ,"2",""
merhaba yaz bitti diyenler burada m ı bizde kapal ı ve  ıs ıtmal ı havuzlu villa seçeneklerimiz ile buraday ız haydi yaza güzel bir veday ı herkes hakeder seni yüzlerce villa seçeneği ile bekliyoruz ,"2",""
tarihin s ıf ır noktas ı göbeklitepe de yerli ve yabanc ı turistler seyre dal ıp gizemli yolculukta s ırlara kap ı aralayacak ,"2",""
türkbükü nde alt yap ı çal ışmalar ı kas ım ay ında başl ıyor ,"1",""
covid pasaport uygulamas ı için denemeler karantinaya al ınma riski olmadan uluslararas ı seyahate izin verecek teknolojiyi test etmek için bu hafta londra daki heathrow havaliman ı nda yap ılacak ,"0",""
dünyan ın turistleri bodrum da karikatürize oluyor ,"2",""
art ık oda ve üzeri otellere güvenli turizm sertifikas ı alma zorunluluğu getirildi doğru karar çünkü herkes butik otelleri tercih etti bu süreçte ,"2",""
 sivrihisar ulu camii ahşap direkbizans dönemi al ınl ıklarçivi kullan ılmam ışt ır metrekare alanda ,"2",""
güvenli turizm sertifikas ı alma zorunluluğu odaya düşürüldü ,"0",""
koronavirüs antalya ekonomisini fena vurdu ,"1",""
şehrin turizmine katk ı verecek üç yeni proje onayland ı bld ,"2",""
antalya ya binlerce yatakl ı çok say ıda yeni otel ,"2",""
skyup airlines aral ık den itibaren kiev den kayseri ye uçuş düzenleyeceğini aç ıklad ı ,"0",""
kültür ve turizm bakanl ığ ı oda ve üzeri kapasitedeki tüm konaklama tesislerine de güvenli turizm sertifikas ı alma zorunluluğu getirdi ,"0",""
ulaşt ırma ve altyap ı bakanl ığ ı dhmi genel müdürlüğü y ıl ın ın eylül ay ına ait hava yolu uçak yolcu ve yük istatistiklerini aç ıklad ı ,"0",""
kültür ve turizm bakanl ığ ı yat ır ım ve işletmeler genel müdürlüğü bugün güvenli turizm sertifikasi ile ilgili yeni bir genelge yay ınlad ı ,"0",""
kültür ve turizm bakanl ığ ı ndan küçük otellere kötü haber ,"1",""
dünyan ın en iyi islam bankalar ın ın s ıraland ığ ı listede ilk onda yer alan milyar ve milyar bankas ı yapt ır ım uygulanan bankalar içerisinde yer al ıyor bu iki banka da mal varl ığ ı en fazla büyüyen bankalard ır ,"0",""
bakanl ık duyurdu otellerle ilgili yeni kararlar ,"0",""
payitaht edirne yi kültür turizmin başkenti yapacağ ız ekim ,"2",""
dünyaca ünlü falezlere yak ışmayan görüntüler ,"1",""
fuar ı nisan ay ına ertelendi ,"0",""
başaran ulusoy a karş ıl ıks ız çekten milyonlarca lira ceza ,"1",""
i y ıl ın ı kaç ziyaretçi ve ne kadarl ık turizm geliriyle kapatabilir ,"0",""
 y ıl ında y ıld ızl ı otel projeleri artt ı ,"0",""
 rusya da kapal ı kalmaktansa türkiye sahillerinde olmak daha iyi ,"2",""
 muğla da saha jes e aç ıl ıyor ,"0",""
türkiye nin en geniş çapl ı porsuk ağac ı artvin de tescillendi ,"2",""
türkiye mavi tur pazar ın ın büyüklüğü milyon dolara ulaşt ı ,"2",""
didim de su alt ında bin y ıll ık liman bulundu ,"2",""
 döneminde oteller için temass ız ve uygulama indirtmeyen çözümler ,"2",""
 turizmi yar ış ına de kat ıld ı ,"0",""
otellerde krizinden daha m ı çok düştü ,"0",""
bakan ersoy türsab a veya şah ıslara küslüğüm sözkonusu değil ,"0",""
muğla da jeotermal kaynak alanlar ı ihaleye ç ıkar ıld ı çok sert tepki var ,"1",""
turizmciler ve seyahat acentalar ı platformu tursapnet neden sahaya indi  ,"0",""
thy nin ekim ay ı uçuş planlamas ı belli oldu ,"0",""
teknoloji ne kadar gelişirse gelişsin en güzel reklam kulaktan kulağa yap ılan reklamd ır ve öyle kalacakt ır ,"2",""
türsapnet üyeleri ile bir araya gelen kültür ve turizm bakan ı mehmet nuri ersoy önemli aç ıklamalar yapt ı ,"0",""
 acentalar bakan ersoy ile görüştü işte acentalar ın talepleri ve beklentileri ,"0",""
turistleri taş ıyan otobüs ile servis minibüsü çarp ışt ı yaral ı ,"1",""
 deki hedeflere takvimi belirlenmiş projelerle ulaş ılacak bu başta ve olmak üzere birçok sektörü yak ından ilgilendiriyor projelerin ekonomik hayata getireceği en önemli ise ve olacak ,"2",""
thy ikinci çeyreğine ait finansal verilerini aç ıklad ı covid krizinin gölgesinde geçen nisan may ıs haziran dönemi için thy milyar tl zarar ederken geçen y ıl ayn ı dönemde milyon tl kar aç ıklam ışt ı ,"1",""
ilk alt ı ayda istanbul a gelen turist say ıs ı milyonu geçti,"2",""
anlamad ığ ım diğer b ı konu ise galatakulesi nerden ç ıkt ı amaç ne tarihimize sahip ç ıkmam ız gerekmiyor mu ilgililere sorar ım galatakulesinedokunma turizm ve turizmciler i öldürdünüz ölüyor son dönemlerde olup bitenleri hayretle şaşk ınl ıkla izliyoruz film gibi içim ac ıyor ,"1",""
inegölümüzün turizm değerini daha da artt ırmak ad ına çal ışmalar ım ız sürüyor cerrah karaman tepede yamaç paraşütü severlerle bir araya geldik bu tür etkinlikleri organizasyonlar ı daha da artt ıracağ ız ,"2",""
 güntayşimşek yeniden başlayan rus turist hareketliliğine ilişkin önemli bir ayr ınt ıya dikkat çekti,"2",""
ad ıyaman turizm yeni kale eski kahta kalesi ,"2",""
 yoo biz iade edilmeyen bilet paras ı sendromu yaş ıyoruz sen neyin kafas ındas ın ,"1",""
pandeminin ilk başlad ığ ı dönemde avrupa n ın yöneticileri dünyada en güvenli ülke türkiye dir bu sene herkes türkiye ye gitsin demiş turizm patlamas ı yaşanacak diye bir efsane vard ı bu ne oldu peki ,"1",""
derin bir nefes almak gibi norveç  fiyortlar ı,"2",""
 y ıll ık turizm şirketi iflas etti  ,"1",""
 seni uyar ıyorum pkkl ı bar  ın ız yüzünden evimden ofisimden işimden uykumdan oluyorum  ,"1",""
antalya valisi ersin yaz ıc ı kente iki gün içinde yaklaş ık bin rus turistin geldiğini söyledi,"0",""
kaş patara temmuzda para bast ı   ,"2",""
turizmi eğitime tercih ettiniz bilgi ve beceriyi cahilliğe tercih ettiniz tercihleriniz kuşak için bedele dönecek örnek ald ıkler ın ız benzemeye çal ıst ıklar ın ız gibi an ılacaks ın ız  ,"1",""
 f ırat nehri ile merzimen çay ı n ın birleştiği noktadaki bir yar ımada üzerinde yüksek kayalarla örtülü bir tepede konumlanm ış tarihi bir kale rumkale ,"0",""
haziran ay ında istanbul a yabanc ı ziyaretçi gelirken bir önceki y ıl ın haziran ay ına göre istanbul a gelen turist say ıs ı azald ı,"1",""
bi daha bodrum şöyle pahal ı çeşme böyle pahal ı demeyin mikonos ta bir kadeh prosecco ya yazm ışlar ve yayg ın bir olaym ış  ,"1",""
antalya ya bin rus turist geldi bu y ıl turizm de patlama yaşanacak  ,"2",""
bu memlekette galata kulesine bile tecavüz edildi   ,"1",""
tabiat ın tertemiz havas ıyla ruhunuzu dinlendireceğiniz konfor hissi yüksek dairelerimizde keyifli bir tatil geçirmeye ne dersiniz  ,"2",""
okullar ağustosta aç ılamayacak kadar durum ciddi ise tatil kredileri turizm teşvikleri denizlere eğlencelere düğünlere nas ıl ve neden müsaade ettiniz ,"1",""
seyahat sektöründe beklentiler olumsuz yönde değişti ,"1",""
ülkemizin tan ıt ım videosu bu olsun turizm bakanl ığ ı duy sesimi   ,"0",""
 özerk ülke birleşmişmilletler ülkesinde yedim içtim hiç birinde türkiye deki kadar lüks restoran korkusu yaşamad ım  ,"1",""
 turizm gelirlerinin yaz aylar ında beklenenin de alt ında kalmas ıyla y ıl sonu cari aç ık tahminleri yükseldi,"1",""
belediye bir belediyenin hesab ı twitter taraf ından sak ıncal ılar listesine al ınm ış nas ıl bir medya yönetimidir anlamak mümkün değil büyük ihtimalle etraf ında dönen dolaplardan başkan ın bile haberi yok eğer haberi yoksa daha kötü ,"1",""
alaçat ıda yetkili yok gürültü çok  yeter art ık,"1",""
yerli turistlerin yüzüne bakmayan almayan mekanlar instagramda boy boy reklam verir olmuş benim ülkemde bize yarat ıkm ış ız gibi davran ıyordunuz düştünüz mü yerli turistin eline hem de ne indirimlerle ne promosyonlarla hayat ın sopas ı yok işte ,"1",""
otellerde turistlere euro ya koronavirüs testi yap ılacak  ,"0",""
 etstur a da yazd ım bu şikayetlerimi hem ets hemde voyage otelin verdiği hizmetten şikayetçiyim ,"1",""
 etstur ç ıkmas ın denmesi herkes tedirgin oldu üstelik covid al ım ı yapmayan hastaneye gönderdiklerinden bile haberleri yok ,"1",""
 etstur üstelik covid bile değilim onun d ış ında sosyal mesafe kurallar ına uyulmuyordu otelde ve covid sonucunuz ç ıkana kadar eşiniz ve k ız ın ız odadan ayr ılam ıyor,"1",""
 etstur tuvalet temizliği de yap ılmam ışt ı hastaland ım ve hastaneye giderken herkesin içinde covid sonucunuz belli olunca bize haber verin denmesi ,"1",""
 etstur bir dakika bile araç dinlenmediği içi  ıs ın ıyor ve bacağ ım yand ı bindiğimde buna rağmen devam ettiler ,"1",""
 etstur yemekler ikramlar içki iyiydi onun d ış ında her şey yok eski zay ıf ve bilgisiz personelle doluydu shuttle arac ın ı o kadar çok kullan ıyorlard ı ki,"1",""
 etstur sadece bar da çal ışan arkadaşlar iyiydi eğer çocukla gidecekseniz denize k ıy ıdan giriş yok çocuklar da m ı iskeleden atlas ın yani ,"1",""
 etstur klimay ı yapt ık dediler yapmam ışlard ı sifonu yapt ık dediler her yeri pis b ırakm ışlar ersonele ne sorsak bilmiyoruz diyorlar ,"1",""
 etstur otel odas ında klima sifon tahrat borusu bozuktu oda telefonu yoktu üstelik oda pis ve tüm teçhizat mobilya eski sanki den kalma küçüktü ,"1",""
 etstur voyage türkbükü nde yaşad ıklar ım ı özetlemek isterim günlüğü tl lik otelde yaşamad ım bu otelde yaşad ığ ım rezilliği ,"1",""
